source,data_type,tree_type,model,tree,backend,run,walltime,cputime,log_likelihood,tree_length,opt_time
baseline,DNA,unrooted,GTR,tree_5,OMP_10,2,27.208,260.551,-68054876.562,20.138,26.064
baseline,DNA,unrooted,GTR,tree_5,OMP_10,10,27.122,258.4,-68054876.562,20.138,25.853
baseline,DNA,unrooted,GTR,tree_5,OMP_48,6,13.229,437.793,-68054876.562,20.138,12.14
baseline,DNA,unrooted,GTR,tree_6,OMP_10,7,27.985,255.206,-62743967.673,17.749,26.642
baseline,DNA,unrooted,GTR,tree_6,OMP_48,3,19.656,725.726,-62743967.673,17.749,18.627
baseline,DNA,unrooted,GTR,tree_6,OMP_48,8,21.501,799.29,-62743967.673,17.749,20.42
baseline,DNA,unrooted,GTR,tree_6,OMP_48,4,20.877,762.014,-62743967.673,17.749,19.728
baseline,DNA,unrooted,GTR,tree_6,OMP_48,10,22.302,859.055,-62743967.673,17.749,21.152
baseline,DNA,unrooted,GTR,tree_6,OMP_48,9,21.598,782.652,-62743967.673,17.749,20.493
baseline,DNA,unrooted,GTR,tree_6,OMP_48,5,19.797,723.376,-62743967.673,17.749,18.738
baseline,DNA,unrooted,GTR,tree_6,OMP_10,1,32.733,258.878,-62743967.673,17.749,31.089
baseline,DNA,unrooted,GTR,tree_6,OMP_10,6,92.248,443.556,-62743967.673,17.749,90.675
baseline,DNA,unrooted,GTR,tree_6,OMP_48,2,18.225,770.641,-62743967.673,17.749,17.177
baseline,DNA,unrooted,GTR,tree_6,OMP_48,7,20.318,747.596,-62743967.673,17.749,19.051
baseline,DNA,unrooted,GTR,tree_6,OMP_10,3,34.219,332.133,-62743967.673,17.749,33.171
baseline,DNA,unrooted,GTR,tree_6,OMP_10,4,38.074,369.348,-62743967.673,17.749,36.987
baseline,DNA,unrooted,GTR,tree_6,OMP_10,8,33.709,326.929,-62743967.673,17.749,32.664
baseline,DNA,unrooted,GTR,tree_6,OMP_10,5,36.085,349.963,-62743967.673,17.749,34.966
baseline,DNA,unrooted,GTR,tree_6,OMP_10,9,34.255,332.416,-62743967.673,17.749,33.177
baseline,DNA,unrooted,GTR,tree_6,OMP_48,1,24.534,925.628,-62743967.673,17.749,23.33
baseline,DNA,unrooted,GTR,tree_6,OMP_48,6,21.894,780.927,-62743967.673,17.749,20.822
baseline,DNA,unrooted,GTR,tree_6,OMP_10,10,35.749,345.02,-62743967.673,17.749,34.687
baseline,DNA,unrooted,GTR,tree_6,OMP_10,2,35.398,343.168,-62743967.673,17.749,34.321
baseline,DNA,unrooted,GTR,tree_7,OMP_10,7,21.205,191.343,-67994364.745,19.714,20.108
baseline,DNA,unrooted,GTR,tree_7,OMP_48,3,14.15,473.479,-67994364.745,19.714,13.059
baseline,DNA,unrooted,GTR,tree_7,OMP_48,4,15.407,515.831,-67994364.745,19.714,14.223
baseline,DNA,unrooted,GTR,tree_7,OMP_48,8,14.499,474.05,-67994364.745,19.714,13.231
baseline,DNA,unrooted,GTR,tree_7,OMP_48,5,14.181,475.09,-67994364.745,19.714,13.079
baseline,DNA,unrooted,GTR,tree_7,OMP_48,9,15.42,521.075,-67994364.745,19.714,14.31
baseline,DNA,unrooted,GTR,tree_7,OMP_48,10,16.572,573.876,-67994364.745,19.714,15.494
baseline,DNA,unrooted,GTR,tree_7,OMP_10,1,20.428,181.672,-67994364.745,19.714,18.918
baseline,DNA,unrooted,GTR,tree_7,OMP_10,6,75.234,358.063,-67994364.745,19.714,73.738
baseline,DNA,unrooted,GTR,tree_7,OMP_48,2,11.686,480.656,-67994364.745,19.714,10.563
baseline,DNA,unrooted,GTR,tree_7,OMP_48,7,15.242,496.856,-67994364.745,19.714,14.121
baseline,DNA,unrooted,GTR,tree_7,OMP_10,3,27.09,260.725,-67994364.745,19.714,25.981
baseline,DNA,unrooted,GTR,tree_7,OMP_10,8,26.643,256.995,-67994364.745,19.714,25.632
baseline,DNA,unrooted,GTR,tree_7,OMP_10,4,27.016,259.881,-67994364.745,19.714,25.926
baseline,DNA,unrooted,GTR,tree_7,OMP_10,9,27.727,267.241,-67994364.745,19.714,26.656
baseline,DNA,unrooted,GTR,tree_7,OMP_10,5,29.566,285.657,-67994364.745,19.714,28.464
baseline,DNA,unrooted,GTR,tree_7,OMP_48,1,11.984,463.001,-67994364.745,19.714,11.042
baseline,DNA,unrooted,GTR,tree_7,OMP_48,6,15.086,512.232,-67994364.745,19.714,13.969
baseline,DNA,unrooted,GTR,tree_7,OMP_10,2,26.674,256.534,-67994364.745,19.714,25.627
baseline,DNA,unrooted,GTR,tree_7,OMP_10,10,27.719,264.801,-67994364.745,19.714,26.654
baseline,DNA,unrooted,GTR,tree_8,OMP_10,6,62.919,553.279,-67533437.34,19.722,61.303
baseline,DNA,unrooted,GTR,tree_8,OMP_48,2,19.319,708.878,-67533437.34,19.722,18.297
baseline,DNA,unrooted,GTR,tree_8,OMP_48,10,18.48,700.157,-67533437.34,19.722,17.397
baseline,DNA,unrooted,GTR,tree_8,OMP_48,9,16.062,697.252,-67533437.34,19.722,14.913
baseline,DNA,unrooted,GTR,tree_8,OMP_48,5,20.794,754.495,-67533437.34,19.722,19.748
baseline,DNA,unrooted,GTR,tree_8,OMP_10,1,68.963,587.653,-67533437.34,19.722,67.196
baseline,DNA,unrooted,GTR,tree_8,OMP_48,8,19.887,726.224,-67533437.34,19.722,18.623
baseline,DNA,unrooted,GTR,tree_8,OMP_48,4,20.792,767.83,-67533437.34,19.722,19.636
baseline,DNA,unrooted,GTR,tree_8,OMP_10,7,61.155,576.042,-67533437.34,19.722,59.964
baseline,DNA,unrooted,GTR,tree_8,OMP_48,3,19.171,706.407,-67533437.34,19.722,17.911
baseline,DNA,unrooted,GTR,tree_8,OMP_48,6,20.38,724.38,-67533437.34,19.722,19.348
baseline,DNA,unrooted,GTR,tree_8,OMP_10,10,68.921,663.675,-67533437.34,19.722,67.792
baseline,DNA,unrooted,GTR,tree_8,OMP_10,2,67.425,647.392,-67533437.34,19.722,66.353
baseline,DNA,unrooted,GTR,tree_8,OMP_10,5,65.342,628.596,-67533437.34,19.722,64.3
baseline,DNA,unrooted,GTR,tree_8,OMP_10,9,66.333,640.002,-67533437.34,19.722,65.269
baseline,DNA,unrooted,GTR,tree_8,OMP_48,1,20.39,834.838,-67533437.34,19.722,19.246
baseline,DNA,unrooted,GTR,tree_8,OMP_10,4,65.53,628.538,-67533437.34,19.722,64.431
baseline,DNA,unrooted,GTR,tree_8,OMP_10,8,65.792,634.366,-67533437.34,19.722,64.728
baseline,DNA,unrooted,GTR,tree_8,OMP_48,7,19.401,699.051,-67533437.34,19.722,18.151
baseline,DNA,unrooted,GTR,tree_8,OMP_10,3,66.016,635.036,-67533437.34,19.722,64.969
baseline,DNA,unrooted,GTR,tree_9,OMP_10,6,33.498,309.212,-72937485.322,22.502,32.1
baseline,DNA,unrooted,GTR,tree_9,OMP_48,2,22.086,811.173,-72937485.322,22.502,21.062
baseline,DNA,unrooted,GTR,tree_9,OMP_48,5,24.545,962.613,-72937485.322,22.502,23.514
baseline,DNA,unrooted,GTR,tree_9,OMP_48,9,21.943,805.618,-72937485.322,22.502,20.834
baseline,DNA,unrooted,GTR,tree_9,OMP_48,10,17.405,756.045,-72937485.322,22.502,16.278
baseline,DNA,unrooted,GTR,tree_9,OMP_10,1,49.046,396.68,-72937485.322,22.502,47.662
baseline,DNA,unrooted,GTR,tree_9,OMP_48,4,19.828,750.114,-72937485.322,22.502,18.668
baseline,DNA,unrooted,GTR,tree_9,OMP_48,8,21.665,808.219,-72937485.322,22.502,20.57
baseline,DNA,unrooted,GTR,tree_9,OMP_10,7,36.176,337.034,-72937485.322,22.502,34.971
baseline,DNA,unrooted,GTR,tree_9,OMP_48,3,22.557,812.648,-72937485.322,22.502,21.352
baseline,DNA,unrooted,GTR,tree_9,OMP_48,6,19.356,821.959,-72937485.322,22.502,18.299
baseline,DNA,unrooted,GTR,tree_9,OMP_10,2,46.483,454.748,-72937485.322,22.502,45.439
baseline,DNA,unrooted,GTR,tree_9,OMP_10,10,45.869,445.784,-72937485.322,22.502,44.805
baseline,DNA,unrooted,GTR,tree_9,OMP_10,9,47.519,465.601,-72937485.322,22.502,46.444
baseline,DNA,unrooted,GTR,tree_9,OMP_10,5,47.362,464.146,-72937485.322,22.502,46.313
baseline,DNA,unrooted,GTR,tree_9,OMP_48,1,23.769,890.975,-72937485.322,22.502,22.657
baseline,DNA,unrooted,GTR,tree_9,OMP_10,8,47.841,451.445,-72937485.322,22.502,45.049
baseline,DNA,unrooted,GTR,tree_9,OMP_10,4,44.479,434.66,-72937485.322,22.502,43.415
baseline,DNA,unrooted,GTR,tree_9,OMP_48,7,21.542,782.444,-72937485.322,22.502,20.459
baseline,DNA,unrooted,GTR,tree_9,OMP_10,3,45.377,444.326,-72937485.322,22.502,44.326
GPU_OPT,AA,unrooted,LG,tree_1,GPU_OPT,4,30.17,29.827,-88901422.374,19.949,27.343
GPU_OPT,AA,unrooted,LG,tree_1,GPU_OPT,7,31.032,30.646,-88901422.374,19.949,28.121
GPU_OPT,AA,unrooted,LG,tree_1,GPU_OPT,9,30.672,30.311,-88901422.374,19.949,27.763
GPU_OPT,AA,unrooted,LG,tree_1,GPU_OPT,1,30.627,30.271,-88901422.374,19.949,27.713
GPU_OPT,AA,unrooted,LG,tree_1,GPU_OPT,10,31.885,31.43,-88901422.374,19.949,28.772
GPU_OPT,AA,unrooted,LG,tree_1,GPU_OPT,2,30.798,30.425,-88901422.374,19.949,27.908
GPU_OPT,AA,unrooted,LG,tree_1,GPU_OPT,3,30.57,30.22,-88901422.374,19.949,27.678
GPU_OPT,AA,unrooted,LG,tree_1,GPU_OPT,8,30.289,29.959,-88901422.374,19.949,27.451
GPU_OPT,AA,unrooted,LG,tree_1,GPU_OPT,6,30.451,30.058,-88901422.374,19.949,27.569
GPU_OPT,AA,unrooted,LG,tree_1,GPU_OPT,5,30.622,30.248,-88901422.374,19.949,27.782
GPU_OPT,AA,unrooted,LG,tree_2,GPU_OPT,3,23.737,23.393,-90504713.177,20.312,20.853
GPU_OPT,AA,unrooted,LG,tree_2,GPU_OPT,5,23.973,23.598,-90504713.177,20.312,21.097
GPU_OPT,AA,unrooted,LG,tree_2,GPU_OPT,6,23.848,23.461,-90504713.177,20.312,20.972
GPU_OPT,AA,unrooted,LG,tree_2,GPU_OPT,8,23.883,23.529,-90504713.177,20.312,20.964
GPU_OPT,AA,unrooted,LG,tree_2,GPU_OPT,9,23.841,23.472,-90504713.177,20.312,20.932
GPU_OPT,AA,unrooted,LG,tree_2,GPU_OPT,7,24.181,23.804,-90504713.177,20.312,21.196
GPU_OPT,AA,unrooted,LG,tree_2,GPU_OPT,4,23.393,23.036,-90504713.177,20.312,20.599
GPU_OPT,AA,unrooted,LG,tree_2,GPU_OPT,2,24.1,23.727,-90504713.177,20.312,21.134
GPU_OPT,AA,unrooted,LG,tree_2,GPU_OPT,10,24.61,24.03,-90504713.177,20.312,21.453
GPU_OPT,AA,unrooted,LG,tree_2,GPU_OPT,1,23.696,23.337,-90504713.177,20.312,20.813
GPU_OPT,AA,unrooted,LG,tree_3,GPU_OPT,9,30.346,29.981,-87357001.171,19.421,27.492
GPU_OPT,AA,unrooted,LG,tree_3,GPU_OPT,7,30.568,30.217,-87357001.171,19.421,27.665
GPU_OPT,AA,unrooted,LG,tree_3,GPU_OPT,4,29.658,29.332,-87357001.171,19.421,26.883
GPU_OPT,AA,unrooted,LG,tree_3,GPU_OPT,2,30.521,30.157,-87357001.171,19.421,27.651
GPU_OPT,AA,unrooted,LG,tree_3,GPU_OPT,1,30.422,30.065,-87357001.171,19.421,27.552
GPU_OPT,AA,unrooted,LG,tree_3,GPU_OPT,10,31.418,30.989,-87357001.171,19.421,28.351
GPU_OPT,AA,unrooted,LG,tree_3,GPU_OPT,3,30.156,29.823,-87357001.171,19.421,27.338
GPU_OPT,AA,unrooted,LG,tree_3,GPU_OPT,5,30.416,30.02,-87357001.171,19.421,27.531
GPU_OPT,AA,unrooted,LG,tree_3,GPU_OPT,6,29.993,29.631,-87357001.171,19.421,27.204
GPU_OPT,AA,unrooted,LG,tree_3,GPU_OPT,8,30.995,29.96,-87357001.171,19.421,27.472
GPU_OPT,AA,unrooted,LG,tree_4,GPU_OPT,6,30.149,29.757,-87712627.079,20.39,27.39
GPU_OPT,AA,unrooted,LG,tree_4,GPU_OPT,8,30.532,30.169,-87712627.079,20.39,27.656
GPU_OPT,AA,unrooted,LG,tree_4,GPU_OPT,5,30.188,29.818,-87712627.079,20.39,27.376
GPU_OPT,AA,unrooted,LG,tree_4,GPU_OPT,3,30.447,30.093,-87712627.079,20.39,27.541
GPU_OPT,AA,unrooted,LG,tree_4,GPU_OPT,1,30.15,29.797,-87712627.079,20.39,27.314
GPU_OPT,AA,unrooted,LG,tree_4,GPU_OPT,10,31.631,31.196,-87712627.079,20.39,28.527
GPU_OPT,AA,unrooted,LG,tree_4,GPU_OPT,2,30.329,29.968,-87712627.079,20.39,27.494
GPU_OPT,AA,unrooted,LG,tree_4,GPU_OPT,4,29.897,29.546,-87712627.079,20.39,27.106
GPU_OPT,AA,unrooted,LG,tree_4,GPU_OPT,9,30.5,30.131,-87712627.079,20.39,27.583
GPU_OPT,AA,unrooted,LG,tree_4,GPU_OPT,7,30.958,30.543,-87712627.079,20.39,28.011
GPU_OPT,AA,unrooted,LG,tree_5,GPU_OPT,10,31.116,30.685,-86382770.364,19.61,28.101
GPU_OPT,AA,unrooted,LG,tree_5,GPU_OPT,1,30.081,29.734,-86382770.364,19.61,27.195
GPU_OPT,AA,unrooted,LG,tree_5,GPU_OPT,2,30.156,29.787,-86382770.364,19.61,27.296
GPU_OPT,AA,unrooted,LG,tree_5,GPU_OPT,4,29.925,29.565,-86382770.364,19.61,27.077
GPU_OPT,AA,unrooted,LG,tree_5,GPU_OPT,9,30.165,29.799,-86382770.364,19.61,27.257
GPU_OPT,AA,unrooted,LG,tree_5,GPU_OPT,7,30.36,29.962,-86382770.364,19.61,27.446
GPU_OPT,AA,unrooted,LG,tree_5,GPU_OPT,6,29.928,29.565,-86382770.364,19.61,27.077
GPU_OPT,AA,unrooted,LG,tree_5,GPU_OPT,8,30.024,29.661,-86382770.364,19.61,27.179
GPU_OPT,AA,unrooted,LG,tree_5,GPU_OPT,5,30.278,29.908,-86382770.364,19.61,27.373
GPU_OPT,AA,unrooted,LG,tree_5,GPU_OPT,3,29.885,29.538,-86382770.364,19.61,27.022
GPU_OPT,AA,unrooted,LG,tree_6,GPU_OPT,5,30.218,29.835,-84301496.968,18.591,27.39
GPU_OPT,AA,unrooted,LG,tree_6,GPU_OPT,8,30.568,30.209,-84301496.968,18.591,27.659
GPU_OPT,AA,unrooted,LG,tree_6,GPU_OPT,6,30.447,30.053,-84301496.968,18.591,27.623
GPU_OPT,AA,unrooted,LG,tree_6,GPU_OPT,3,30.455,30.105,-84301496.968,18.591,27.581
GPU_OPT,AA,unrooted,LG,tree_6,GPU_OPT,2,30.51,30.135,-84301496.968,18.591,27.618
GPU_OPT,AA,unrooted,LG,tree_6,GPU_OPT,1,30.184,29.828,-84301496.968,18.591,27.373
GPU_OPT,AA,unrooted,LG,tree_6,GPU_OPT,10,31.415,31.045,-84301496.968,18.591,28.405
GPU_OPT,AA,unrooted,LG,tree_6,GPU_OPT,7,30.869,30.47,-84301496.968,18.591,27.91
GPU_OPT,AA,unrooted,LG,tree_6,GPU_OPT,9,30.67,30.302,-84301496.968,18.591,27.784
GPU_OPT,AA,unrooted,LG,tree_6,GPU_OPT,4,29.826,29.486,-84301496.968,18.591,27.045
GPU_OPT,AA,unrooted,LG,tree_7,GPU_OPT,2,30.356,29.993,-87134163.126,19.77,27.417
GPU_OPT,AA,unrooted,LG,tree_7,GPU_OPT,10,30.876,30.509,-87134163.126,19.77,27.888
GPU_OPT,AA,unrooted,LG,tree_7,GPU_OPT,1,30.059,29.706,-87134163.126,19.77,27.166
GPU_OPT,AA,unrooted,LG,tree_7,GPU_OPT,7,30.386,30.02,-87134163.126,19.77,27.471
GPU_OPT,AA,unrooted,LG,tree_7,GPU_OPT,9,30.203,29.841,-87134163.126,19.77,27.338
GPU_OPT,AA,unrooted,LG,tree_7,GPU_OPT,4,29.851,29.514,-87134163.126,19.77,27.015
GPU_OPT,AA,unrooted,LG,tree_7,GPU_OPT,5,29.831,29.463,-87134163.126,19.77,27.028
GPU_OPT,AA,unrooted,LG,tree_7,GPU_OPT,8,29.859,29.51,-87134163.126,19.77,26.999
GPU_OPT,AA,unrooted,LG,tree_7,GPU_OPT,6,29.845,29.481,-87134163.126,19.77,27.04
GPU_OPT,AA,unrooted,LG,tree_7,GPU_OPT,3,30.046,29.688,-87134163.126,19.77,27.156
GPU_OPT,DNA,unrooted,GTR,tree_1,GPU_OPT,1,44.482,44.11,-64343405.643,18.844,41.587
GPU_OPT,DNA,unrooted,GTR,tree_1,GPU_OPT,9,43.055,42.666,-64343405.643,18.844,40.287
GPU_OPT,DNA,unrooted,GTR,tree_1,GPU_OPT,6,42.982,42.64,-64343405.643,18.844,40.206
GPU_OPT,DNA,unrooted,GTR,tree_1,GPU_OPT,3,42.345,42.018,-64343405.643,18.844,39.652
GPU_OPT,DNA,unrooted,GTR,tree_1,GPU_OPT,4,43.021,42.692,-64343405.643,18.844,40.262
GPU_OPT,DNA,unrooted,GTR,tree_1,GPU_OPT,5,43.456,43.117,-64343405.643,18.844,40.696
GPU_OPT,DNA,unrooted,GTR,tree_1,GPU_OPT,2,43.233,42.88,-64343405.643,18.844,40.449
GPU_OPT,DNA,unrooted,GTR,tree_1,GPU_OPT,7,42.961,42.614,-64343405.643,18.844,40.218
GPU_OPT,DNA,unrooted,GTR,tree_1,GPU_OPT,10,42.964,42.627,-64343405.643,18.844,40.199
GPU_OPT,DNA,unrooted,GTR,tree_1,GPU_OPT,8,44.009,43.657,-64343405.643,18.844,41.184
GPU_OPT,DNA,unrooted,GTR,tree_2,GPU_OPT,6,48.17,47.816,-66217786.827,19.418,45.424
GPU_OPT,DNA,unrooted,GTR,tree_2,GPU_OPT,9,48.546,48.219,-66217786.827,19.418,45.826
GPU_OPT,DNA,unrooted,GTR,tree_2,GPU_OPT,1,49.736,49.388,-66217786.827,19.418,46.916
GPU_OPT,DNA,unrooted,GTR,tree_2,GPU_OPT,4,48.798,48.479,-66217786.827,19.418,46.053
GPU_OPT,DNA,unrooted,GTR,tree_2,GPU_OPT,3,47.725,47.427,-66217786.827,19.418,45.077
GPU_OPT,DNA,unrooted,GTR,tree_2,GPU_OPT,2,48.603,48.255,-66217786.827,19.418,45.842
GPU_OPT,DNA,unrooted,GTR,tree_2,GPU_OPT,5,49.124,48.794,-66217786.827,19.418,46.373
GPU_OPT,DNA,unrooted,GTR,tree_2,GPU_OPT,8,49.665,49.316,-66217786.827,19.418,46.834
GPU_OPT,DNA,unrooted,GTR,tree_2,GPU_OPT,10,48.377,48.036,-66217786.827,19.418,45.637
GPU_OPT,DNA,unrooted,GTR,tree_2,GPU_OPT,7,48.852,48.462,-66217786.827,19.418,46.006
GPU_OPT,DNA,unrooted,GTR,tree_3,GPU_OPT,7,43.05,42.732,-66775543.576,19.731,40.329
GPU_OPT,DNA,unrooted,GTR,tree_3,GPU_OPT,8,43.516,43.148,-66775543.576,19.731,40.69
GPU_OPT,DNA,unrooted,GTR,tree_3,GPU_OPT,10,43.256,42.946,-66775543.576,19.731,40.5
GPU_OPT,DNA,unrooted,GTR,tree_3,GPU_OPT,5,43.563,43.205,-66775543.576,19.731,40.755
GPU_OPT,DNA,unrooted,GTR,tree_3,GPU_OPT,2,43.751,43.398,-66775543.576,19.731,40.93
GPU_OPT,DNA,unrooted,GTR,tree_3,GPU_OPT,3,42.19,41.889,-66775543.576,19.731,39.55
GPU_OPT,DNA,unrooted,GTR,tree_3,GPU_OPT,4,43.008,42.682,-66775543.576,19.731,40.236
GPU_OPT,DNA,unrooted,GTR,tree_3,GPU_OPT,1,44.353,43.979,-66775543.576,19.731,41.463
GPU_OPT,DNA,unrooted,GTR,tree_3,GPU_OPT,9,42.751,42.424,-66775543.576,19.731,40.055
GPU_OPT,DNA,unrooted,GTR,tree_3,GPU_OPT,6,42.915,42.576,-66775543.576,19.731,40.218
GPU_OPT,DNA,unrooted,GTR,tree_4,GPU_OPT,3,58.572,58.244,-68796842.673,20.6,55.878
GPU_OPT,DNA,unrooted,GTR,tree_4,GPU_OPT,4,58.918,58.588,-68796842.673,20.6,56.174
GPU_OPT,DNA,unrooted,GTR,tree_4,GPU_OPT,9,58.843,58.513,-68796842.673,20.6,56.148
GPU_OPT,DNA,unrooted,GTR,tree_4,GPU_OPT,1,60.852,60.44,-68796842.673,20.6,57.974
GPU_OPT,DNA,unrooted,GTR,tree_4,GPU_OPT,6,58.786,58.445,-68796842.673,20.6,56.026
GPU_OPT,DNA,unrooted,GTR,tree_4,GPU_OPT,7,58.615,58.278,-68796842.673,20.6,55.906
GPU_OPT,DNA,unrooted,GTR,tree_4,GPU_OPT,8,60.196,59.794,-68796842.673,20.6,57.355
GPU_OPT,DNA,unrooted,GTR,tree_4,GPU_OPT,10,59.063,58.751,-68796842.673,20.6,56.354
GPU_OPT,DNA,unrooted,GTR,tree_4,GPU_OPT,5,60.228,59.877,-68796842.673,20.6,57.45
GPU_OPT,DNA,unrooted,GTR,tree_4,GPU_OPT,2,59.839,59.5,-68796842.673,20.6,57.084
GPU_OPT,DNA,unrooted,GTR,tree_5,GPU_OPT,2,48.844,48.421,-68054876.562,20.138,46.063
GPU_OPT,DNA,unrooted,GTR,tree_5,GPU_OPT,5,49.133,48.771,-68054876.562,20.138,46.338
GPU_OPT,DNA,unrooted,GTR,tree_5,GPU_OPT,8,49.728,49.38,-68054876.562,20.138,46.84
GPU_OPT,DNA,unrooted,GTR,tree_5,GPU_OPT,10,48.333,48.015,-68054876.562,20.138,45.629
GPU_OPT,DNA,unrooted,GTR,tree_5,GPU_OPT,7,48.133,47.808,-68054876.562,20.138,45.452
GPU_OPT,DNA,unrooted,GTR,tree_5,GPU_OPT,6,49.024,48.688,-68054876.562,20.138,46.207
GPU_OPT,DNA,unrooted,GTR,tree_5,GPU_OPT,1,49.641,49.293,-68054876.562,20.138,46.828
GPU_OPT,DNA,unrooted,GTR,tree_5,GPU_OPT,9,48.194,47.872,-68054876.562,20.138,45.508
GPU_OPT,DNA,unrooted,GTR,tree_5,GPU_OPT,4,49.027,48.7,-68054876.562,20.138,46.226
GPU_OPT,DNA,unrooted,GTR,tree_5,GPU_OPT,3,47.813,47.515,-68054876.562,20.138,45.164
